IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,37.8,,,18.4,,59.4,37.8 [18.4-59.4],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,38,,,18.8,,59.7,38.0 [18.8-59.7],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,39.5,,,16.6,,66.4,39.5 [16.6-66.4],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,39.7,,,17.1,,66.4,39.7 [17.1-66.4],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Pregnant women (aged 15-49 years),PREGNANCYSTATUS_PREGNANT,,,,,,,41,,,25.2,,58,41.0 [25.2-58.0],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2023,TRUE,Sex,Female,SEX_FMLE,Pregnancy status,Pregnant women (aged 15-49 years),PREGNANCYSTATUS_PREGNANT,,,,,,,43.4,,,23.9,,65.5,43.4 [23.9-65.5],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,11.8,,,8.5,,16.1,11.8 [8.5-16.1],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,12.3,,,9.1,,16.5,12.3 [9.1-16.5],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,16,,,5.3,,33.3,16.0 [5.3-33.3],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,16.1,,,5.5,,33.3,16.1 [5.5-33.3],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Pregnant women (aged 15-49 years),PREGNANCYSTATUS_PREGNANT,,,,,,,16.8,,,4.4,,33.8,16.8 [4.4-33.8],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,17.5,,,6,,35,17.5 [6.0-35.0],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,17.6,,,6.3,,34.7,17.6 [6.3-34.7],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,19.8,,,8.5,,36.1,19.8 [8.5-36.1],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,20,,,9,,35.9,20.0 [9.0-35.9],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Non-pregnant women (aged 15-49 years),PREGNANCYSTATUS_NONPREGNANT,,,,,,,20.5,,,8.9,,39.1,20.5 [8.9-39.1],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Women of reproductive age (aged 15-49 years),PREGNANCYSTATUS_TOTAL,,,,,,,20.6,,,9,,38.9,20.6 [9.0-38.9],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Pregnant women (aged 15-49 years),PREGNANCYSTATUS_PREGNANT,,,,,,,21,,,6.1,,36.2,21.0 [6.1-36.2],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,FALSE,Sex,Female,SEX_FMLE,Pregnancy status,Pregnant women (aged 15-49 years),PREGNANCYSTATUS_PREGNANT,,,,,,,24.2,,,11.4,,37.9,24.2 [11.4-37.9],,WHO Global Anaemia estimates. Prevalence of anaemia in women of reproductive age (%). Global Health Observatory (GHO) data. Geneva: World Health Organization (https://www.who.int/data/gho),EN,2025-04-28T16:00:00.000Z
